name,tradingsymbol,instrument_key
GUJARAT LEASE FINANCING L,GLFL,NSE_EQ|INE540A01017
CHOLAMANDALAM IN & FIN CO,CHOLAFIN,NSE_EQ|INE121A01024
DCM NOUVELLE LIMITED,DCMNVL,NSE_EQ|INE08KP01019
UPDATER SERVICES LIMITED,UDS,NSE_EQ|INE851I01011
NEOGEN CHEMICALS LIMITED,NEOGEN,NSE_EQ|INE136S01016
ARVIND LIMITED,ARVIND,NSE_EQ|INE034A01011
DHRUV CONSULTANCY SER LTD,DHRUV,NSE_EQ|INE506Z01015
PRITISH NANDY COMMUNICATI,PNC,NSE_EQ|INE392B01011
SANDESH LTD,SANDESH,NSE_EQ|INE583B01015
HMT LTD -,HMT,NSE_EQ|INE262A01018
SECUREKLOUD TECH LIMITED,SECURKLOUD,NSE_EQ|INE650K01021
U. Y. FINCORP LIMITED,UYFINCORP,NSE_EQ|INE152C01025
DHAMPUR BIO ORGANICS LTD,DBOL,NSE_EQ|INE0I3401014
ADITYA VISION LIMITED,AVL,NSE_EQ|INE679V01027
BINANI INDUSTRIES LTD,BINANIIND,NSE_EQ|INE071A01013
GANDHAR OIL REFINE IND L,GANDHAR,NSE_EQ|INE717W01049
SHIVALIK BIMETAL CON. LTD,SBCL,NSE_EQ|INE386D01027
DCB BANK LIMITED,DCBBANK,NSE_EQ|INE503A01015
SHEMAROO ENTER. LTD.,SHEMAROO,NSE_EQ|INE363M01019
5PAISA CAPITAL LIMITED,5PAISA,NSE_EQ|INE618L01018
HCL TECHNOLOGIES LTD,HCLTECH,NSE_EQ|INE860A01027
SHIVA MILLS LIMITED,SHIVAMILLS,NSE_EQ|INE644Y01017
NILKAMAL LIMITED,NILKAMAL,NSE_EQ|INE310A01015
TEJAS NETWORKS LIMITED,TEJASNET,NSE_EQ|INE010J01012
RELIANCE INFRASTRUCTU LTD,RELINFRA,NSE_EQ|INE036A01016
GVK POW. & INFRA LTD.,GVKPIL,NSE_EQ|INE251H01024
SHANTHI GEARS LTD,SHANTIGEAR,NSE_EQ|INE631A01022
SRI ADHIKARI BRO TELE N L,SABTNL,NSE_EQ|INE416A01044
DHUNSERI INVESTMENTS LTD,DHUNINV,NSE_EQ|INE320L01011
DREAMFOLKS SERVICES LTD,DREAMFOLKS,NSE_EQ|INE0JS101016
PUNJAB & SIND BANK,PSB,NSE_EQ|INE608A01012
PREMIER ENERGIES LIMITED,PREMIERENE,NSE_EQ|INE0BS701011
SWIGGY LIMITED,SWIGGY,NSE_EQ|INE00H001014
KOTHARI PRODUCTS LTD,KOTHARIPRO,NSE_EQ|INE823A01017
GLOBAL HEALTH LIMITED,MEDANTA,NSE_EQ|INE474Q01031
VISHNU PRAKASH R PUNGLI L,VPRPL,NSE_EQ|INE0AE001013
CHENNAI PETROLEUM CORP LT,CHENNPETRO,NSE_EQ|INE178A01016
BANK OF MAHARASHTRA,MAHABANK,NSE_EQ|INE457A01014
MANOJ VAIBHAV GEM N JEW L,MVGJL,NSE_EQ|INE0KNT01012
ARCHIES LTD,ARCHIES,NSE_EQ|INE731A01020
DODLA DAIRY LIMITED,DODLA,NSE_EQ|INE021O01019
NITIN SPINNERS LIMITED,NITINSPIN,NSE_EQ|INE229H01012
SCHNEIDER ELECTRIC INFRA,SCHNEIDER,NSE_EQ|INE839M01018
SCHLOSS BANGALORE LIMITED,THELEELA,NSE_EQ|INE0AQ201015
P&G HYGIENE & HEALTH CARE,PGHH,NSE_EQ|INE179A01014
INTL CONVEYORS LIMITED,INTLCONV,NSE_EQ|INE575C01027
FIBERWEB INDIA LIMITED,FIBERWEB,NSE_EQ|INE296C01020
NAGREEKA EXPORTS LTD.,NAGREEKEXP,NSE_EQ|INE123B01028
UNIVERSAL CABLES LTD,UNIVCABLES,NSE_EQ|INE279A01012
SIL INVESTMENTS LIMITED,SILINV,NSE_EQ|INE923A01015
SWELECT ENERGY SYS LTD,SWELECTES,NSE_EQ|INE409B01013
MANAK ALUMINIUM CO. LTD.,MANAKALUCO,NSE_EQ|INE859Q01017
TD POWER SYSTEMS LTD.,TDPOWERSYS,NSE_EQ|INE419M01027
PALASH SECURITIES LTD,PALASHSECU,NSE_EQ|INE471W01019
PRAJ INDUSTRIES LTD,PRAJIND,NSE_EQ|INE074A01025
TUBE INVEST OF INDIA LTD,TIINDIA,NSE_EQ|INE974X01010
BGR ENERGY SYSTEMS LTD,BGRENERGY,NSE_EQ|INE661I01014
COASTAL CORPORATION LTD,COASTCORP,NSE_EQ|INE377E01024
UNIPHOS ENTERPRISES LTD,UNIENTER,NSE_EQ|INE037A01022
UNITED SPIRITS LIMITED,UNITDSPR,NSE_EQ|INE854D01024
VIP CLOTHING LIMITED,VIPCLOTHNG,NSE_EQ|INE450G01024
THE SOUTH INDIAN BANK LTD,SOUTHBANK,NSE_EQ|INE683A01023
PRICOL LIMITED,PRICOLLTD,NSE_EQ|INE726V01018
NAVKAR CORPORATION LTD.,NAVKARCORP,NSE_EQ|INE278M01019
ORICON ENTERPRISES LTD,ORICONENT,NSE_EQ|INE730A01022
REDINGTON LIMITED,REDINGTON,NSE_EQ|INE891D01026
SUVEN LIFE SCIENCES LTD,SUVEN,NSE_EQ|INE495B01038
MODERN THREADS INDIA LTD,MODTHREAD,NSE_EQ|INE794W01014
SOBHA LIMITED,SOBHA,NSE_EQ|INE671H01015
MANAKSIA LTD.,MANAKSIA,NSE_EQ|INE015D01022
SIYARAM SILK MILLS LTD,SIYSIL,NSE_EQ|INE076B01028
GMM PFAUDLER LIMITED,GMMPFAUDLR,NSE_EQ|INE541A01023
SPL INDUSTRIES LIMITED,SPLIL,NSE_EQ|INE978G01016
WINDLAS BIOTECH LIMITED,WINDLAS,NSE_EQ|INE0H5O01029
KOTHARI SUG & CHEM LTD.,KOTARISUG,NSE_EQ|INE419A01022
JINDAL STAINLESS LIMITED,JSL,NSE_EQ|INE220G01021
TREJHARA SOLUTIONS LTD,TREJHARA,NSE_EQ|INE00CA01015
ADANI PORT & SEZ LTD,ADANIPORTS,NSE_EQ|INE742F01042
USHA MARTIN EDU & SOL LTD,UMESLTD,NSE_EQ|INE240C01028
W.S.INDUSTRIES (I) LTD.,WSI,NSE_EQ|INE100D01014
ABANS FINANCIAL SRVCS LTD,AFSL,NSE_EQ|INE00ZE01026
VOLTAS LTD,VOLTAS,NSE_EQ|INE226A01021
KEYSTONE REALTORS LIMITED,RUSTOMJEE,NSE_EQ|INE263M01029
AVADH SUG & ENERGY LTD,AVADHSUGAR,NSE_EQ|INE349W01017
SMS LIFESCIENCES (I) LTD,SMSLIFE,NSE_EQ|INE320X01016
CAMPUS ACTIVEWEAR LIMITED,CAMPUS,NSE_EQ|INE278Y01022
JHS SVENDGAARD RETAIL V L,RETAIL,NSE_EQ|INE03DD01011
GOODLUCK INDIA LIMITED,GOODLUCK,NSE_EQ|INE127I01024
BHAGYANAGAR INDIA LIMITED,BHAGYANGR,NSE_EQ|INE458B01036
TPL PLASTECH LIMITED,TPLPLASTEH,NSE_EQ|INE413G01022
AJAX ENGINEERING LIMITED,AJAXENGG,NSE_EQ|INE274Y01021
ALBERT DAVID LIMITED,ALBERTDAVD,NSE_EQ|INE155C01010
FEDERAL BANK LTD,FEDERALBNK,NSE_EQ|INE171A01029
DRC SYSTEMS INDIA LIMITED,DRCSYSTEMS,NSE_EQ|INE03RS01027
NETWEB TECH INDIA LTD,NETWEB,NSE_EQ|INE0NT901020
RBL BANK LIMITED,RBLBANK,NSE_EQ|INE976G01028
K.P. ENERGY LIMITED,KPEL,NSE_EQ|INE127T01021
HBL ENGINEERING LTD,HBLENGINE,NSE_EQ|INE292B01021
DYNAMIC CABLES LIMITED,DYCL,NSE_EQ|INE600Y01019
ESAF SMALL FINANCE BANK L,ESAFSFB,NSE_EQ|INE818W01011
AVG LOGISTICS LIMITED,AVG,NSE_EQ|INE680Z01018
GRASIM INDUSTRIES LTD,GRASIM,NSE_EQ|INE047A01021
LUPIN LIMITED,LUPIN,NSE_EQ|INE326A01037
JAIN DVR EQUITY SHARES,JISLDVREQS,NSE_EQ|IN9175A01010
AVALON TECHNOLOGIES LTD,AVALON,NSE_EQ|INE0LCL01028
PERSISTENT SYSTEMS LTD,PERSISTENT,NSE_EQ|INE262H01021
DELTA CORP LIMITED,DELTACORP,NSE_EQ|INE124G01033
POWER INSTRUMENT (G) LTD,PIGL,NSE_EQ|INE557Z01018
UNIVASTU INDIA LIMITED,UNIVASTU,NSE_EQ|INE562X01013
NMDC LTD.,NMDC,NSE_EQ|INE584A01023
BANK OF INDIA,BANKINDIA,NSE_EQ|INE084A01016
GUJARAT THEMIS BIOSYN LTD,GUJTHEM,NSE_EQ|INE942C01045
ASIAN HOTELS (NORTH) LTD,ASIANHOTNR,NSE_EQ|INE363A01022
STOVE KRAFT LIMITED,STOVEKRAFT,NSE_EQ|INE00IN01015
CHAMBAL FERTILIZERS LTD,CHAMBLFERT,NSE_EQ|INE085A01013
MANBA FINANCE LIMITED,MANBA,NSE_EQ|INE939X01013
B.L.KASHYAP & SON LTD,BLKASHYAP,NSE_EQ|INE350H01032
KAJARIA CERAMICS LTD,KAJARIACER,NSE_EQ|INE217B01036
KEI INDUSTRIES LTD.,KEI,NSE_EQ|INE878B01027
SOM DIST & BREW LTD,SDBL,NSE_EQ|INE480C01038
SASKEN TECHNOLOGIES LTD,SASKEN,NSE_EQ|INE231F01020
D.B.CORP LTD,DBCORP,NSE_EQ|INE950I01011
MUKKA PROTEINS LIMITED,MUKKA,NSE_EQ|INE0CG401037
KABRAEXTRUSION,KABRAEXTRU,NSE_EQ|INE900B01029
ALIVUS LIFE SCIENCES LTD,ALIVUS,NSE_EQ|INE03Q201024
JUSTDIAL LTD.,JUSTDIAL,NSE_EQ|INE599M01018
WONDER ELECTRICALS LTD,WEL,NSE_EQ|INE02WG01024
IL&FS TRANS NET LTD,IL&FSTRANS,NSE_EQ|INE975G01012
BIRLASOFT LIMITED,BSOFT,NSE_EQ|INE836A01035
XELPMOC DESIGN & TECH LTD,XELPMOC,NSE_EQ|INE01P501012
TARA CHAND INFRA SOLN LTD,TARACHAND,NSE_EQ|INE555Z01020
63 MOONS TECHNOLOGIES LTD,63MOONS,NSE_EQ|INE111B01023
INDIGO PAINTS LIMITED,INDIGOPNTS,NSE_EQ|INE09VQ01012
INDO COUNT INDUSTRIES LTD,ICIL,NSE_EQ|INE483B01026
SUNTECK REALTY LIMITED,SUNTECK,NSE_EQ|INE805D01034
PVP VENTURES LIMITED,PVP,NSE_EQ|INE362A01016
BELRISE INDUSTRIES LTD,BELRISE,NSE_EQ|INE894V01022
MOKSH ORNAMENTS LIMITED,MOKSH,NSE_EQ|INE514Y01020
VOLTAMP TRANSFORMERS LTD,VOLTAMP,NSE_EQ|INE540H01012
TIMKEN INDIA LTD.,TIMKEN,NSE_EQ|INE325A01013
TV VISION LIMITED,TVVISION,NSE_EQ|INE871L01013
HFCL LIMITED,HFCL,NSE_EQ|INE548A01028
VISAGAR POLYTEX LTD,VIVIDHA,NSE_EQ|INE370E01029
TOLINS TYRES LIMITED,TOLINS,NSE_EQ|INE0RWQ01014
AARON INDUSTRIES LIMITED,AARON,NSE_EQ|INE721Z01010
KALYANI FORGE LIMITED,KALYANIFRG,NSE_EQ|INE314G01014
MONARCH NETWORTH CAP LTD,MONARCH,NSE_EQ|INE903D01011
RPG LIFE SCIENCES LTD,RPGLIFE,NSE_EQ|INE105J01010
SHYAM TELECOM LIMITED,SHYAMTEL,NSE_EQ|INE635A01023
GPT INFRAPROJECTS LTD,GPTINFRA,NSE_EQ|INE390G01014
JINDAL POLY FILMS LIMITED,JINDALPOLY,NSE_EQ|INE197D01010
METRO BRANDS LIMITED,METROBRAND,NSE_EQ|INE317I01021
AMRUTAJAN HEALTH LTD,AMRUTANJAN,NSE_EQ|INE098F01031
SRG HOUSING FINANCE L,SRGHFL,NSE_EQ|INE559N01010
TRANSINDIA REAL ESTATE L,TREL,NSE_EQ|INE0O3901029
CREDITACCESS GRAMEEN LTD,CREDITACC,NSE_EQ|INE741K01010
NACL INDUSTRIES LIMITED,NACLIND,NSE_EQ|INE295D01020
CAPITAL SMALL FIN BANK L,CAPITALSFB,NSE_EQ|INE646H01017
ASHIMA LTD,ASHIMASYN,NSE_EQ|INE440A01010
DEEPAK FERTILIZERS & PETR,DEEPAKFERT,NSE_EQ|INE501A01019
MUTHOOT FINANCE LIMITED,MUTHOOTFIN,NSE_EQ|INE414G01012
TARMAT LIMITED,TARMAT,NSE_EQ|INE924H01018
RITCO LOGISTICS LIMITED,RITCO,NSE_EQ|INE01EG01016
FUTURE ENTERPRISES LTD,FEL,NSE_EQ|INE623B01027
MAN COAT METAL & IND LTD,MANAKCOAT,NSE_EQ|INE830Q01018
SBI CARDS & PAY SER LTD,SBICARD,NSE_EQ|INE018E01016
OLA ELECTRIC MOBILITY LTD,OLAELEC,NSE_EQ|INE0LXG01040
VODAFONE IDEA LIMITED,IDEA,NSE_EQ|INE669E01016
RHI MAGNESITA INDIA LTD,RHIM,NSE_EQ|INE743M01012
TERA SOFTWARE LIMITED,TERASOFT,NSE_EQ|INE482B01010
GMR AIRPORTS LIMITED,GMRAIRPORT,NSE_EQ|INE776C01039
SUDARSHAN CHEMICAL INDS L,SUDARSCHEM,NSE_EQ|INE659A01023
UNIINFO TELECOM SERVI LTD,UNIINFO,NSE_EQ|INE481Z01011
JINDAL SAW LIMITED,JINDALSAW,NSE_EQ|INE324A01032
THE PHOENIX MILLS LTD,PHOENIXLTD,NSE_EQ|INE211B01039
PB FINTECH LIMITED,POLICYBZR,NSE_EQ|INE417T01026
ARSS INFRA PROJ. LTD,ARSSINFRA,NSE_EQ|INE267I01010
PRAKASH STEELAGE LTD,PRAKASHSTL,NSE_EQ|INE696K01024
GLAND PHARMA LIMITED,GLAND,NSE_EQ|INE068V01023
TORRENT POWER LTD,TORNTPOWER,NSE_EQ|INE813H01021
BAJAJ ELECT.LTD,BAJAJELEC,NSE_EQ|INE193E01025
PRIME SECURITIES LIMITED,PRIMESECU,NSE_EQ|INE032B01021
INDO BORAX & CHEMICAL LTD,INDOBORAX,NSE_EQ|INE803D01021
CIE AUTOMOTIVE INDIA LTD,CIEINDIA,NSE_EQ|INE536H01010
LA OPALA RG LIMITED,LAOPALA,NSE_EQ|INE059D01020
INOX WIND LIMITED,INOXWIND,NSE_EQ|INE066P01011
MADHAV COPPER LIMITED,MCL,NSE_EQ|INE813V01022
SHEETAL COOL PRODUCTS LTD,SCPL,NSE_EQ|INE501Y01019
SPML INFRA LIMITED,SPMLINFRA,NSE_EQ|INE937A01023
JSW INFRASTRUCTURE LTD,JSWINFRA,NSE_EQ|INE880J01026
ABBOTT INDIA LIMITED,ABBOTINDIA,NSE_EQ|INE358A01014
AHLADA ENGINEERS LIMITED,AHLADA,NSE_EQ|INE00PV01013
VMART RETAIL LTD,VMART,NSE_EQ|INE665J01013
SIGNET INDUSTRIES LIMITED,SIGIND,NSE_EQ|INE529F01035
STEEL CITY SECURITIES LTD,STEELCITY,NSE_EQ|INE395H01011
NCC LIMITED,NCC,NSE_EQ|INE868B01028
NECTAR LIFESCIENCES LTD.,NECLIFE,NSE_EQ|INE023H01027
DHANI SERVICES LIMITED,DHANI,NSE_EQ|INE274G01010
INVENTURUS KNOWLEDGE SO L,IKS,NSE_EQ|INE115Q01022
AEROFLEX INDUSTRIES LTD,AEROFLEX,NSE_EQ|INE024001021
CASTROL INDIA LIMITED,CASTROLIND,NSE_EQ|INE172A01027
ZAGGLE PREPA OCEAN SER L,ZAGGLE,NSE_EQ|INE07K301024
GALA PRECISION ENG LTD,GALAPREC,NSE_EQ|INE0RE001014
PCBL CHEMICAL LIMITED,PCBL,NSE_EQ|INE602A01031
OIL AND NATURAL GAS CORP.,ONGC,NSE_EQ|INE213A01029
VARDHMAN TEXTILES LIMITED,VTL,NSE_EQ|INE825A01020
SRI HAVISHA HOSP & INFR L,HAVISHA,NSE_EQ|INE293B01029
MEGASTAR FOODS LIMITED,MEGASTAR,NSE_EQ|INE00EM01016
BOMBAY SUPER HYBRID SEEDS,BSHSL,NSE_EQ|INE032Z01020
SREELEATHERS LIMITED,SREEL,NSE_EQ|INE099F01013
NAGARJUN FERT AND CHE LTD,NAGAFERT,NSE_EQ|INE454M01024
ROSSARI BIOTECH LIMITED,ROSSARI,NSE_EQ|INE02A801020
KIRLOSKAR INDUSTRIES LTD,KIRLOSIND,NSE_EQ|INE250A01039
LINCOLN PHARMA LTD,LINCOLN,NSE_EQ|INE405C01035
BALU FORGE INDUSTRIES LTD,BALUFORGE,NSE_EQ|INE011E01029
MINDTECK (INDIA) LIMITED,MINDTECK,NSE_EQ|INE110B01017
MOTHERSON SUMI WRNG IND L,MSUMI,NSE_EQ|INE0FS801015
OSIA HYPER RETAIL LIMITED,OSIAHYPER,NSE_EQ|INE06IR01021
VALOR ESTATE LIMITED,DBREALTY,NSE_EQ|INE879I01012
RAIL VIKAS NIGAM LIMITED,RVNL,NSE_EQ|INE415G01027
INDIAN RAIL TOUR CORP LTD,IRCTC,NSE_EQ|INE335Y01020
HINDWARE HME INOVATON LTD,HINDWAREAP,NSE_EQ|INE05AN01011
CHEMCON SPECIAL CHEM LTD,CHEMCON,NSE_EQ|INE03YM01018
CSL FINANCE LIMITED,CSLFINANCE,NSE_EQ|INE718F01018
ERIS LIFESCIENCES LIMITED,ERIS,NSE_EQ|INE406M01024
INDIAN CARD CLOTHING CO.,INDIANCARD,NSE_EQ|INE061A01014
CAPITAL INDIA FINANCE LTD,CIFL,NSE_EQ|INE345H01024
BLUSPRING ENTERPRISES LTD,BLUSPRING,NSE_EQ|INE0U4101014
INNOVANA THINKLABS LTD,INNOVANA,NSE_EQ|INE403Y01018
DATAMATICS GLOBAL SER LTD,DATAMATICS,NSE_EQ|INE365B01017
NAVA LIMITED,NAVA,NSE_EQ|INE725A01030
BSL LTD,BSL,NSE_EQ|INE594B01012
VIRINCHI LIMITED,VIRINCHI,NSE_EQ|INE539B01017
AFFLE 3I LIMITED,AFFLE,NSE_EQ|INE00WC01027
DEEP INDUSTRIES LIMITED,DEEPINDS,NSE_EQ|INE0FHS01024
ADANI ENERGY SOLUTION LTD,ADANIENSOL,NSE_EQ|INE931S01010
DSJ KEEP LEARNING LTD,KEEPLEARN,NSE_EQ|INE055C01020
LIBERTYSHOESLTD,LIBERTSHOE,NSE_EQ|INE557B01019
NUPUR RECYCLERS LIMITED,NRL,NSE_EQ|INE0JM501013
GLOBAL EDUCATION LIMITED,GLOBAL,NSE_EQ|INE291W01037
PRAXIS HOME RETAIL LTD,PRAXIS,NSE_EQ|INE546Y01022
BRIGADE ENTER. LTD,BRIGADE,NSE_EQ|INE791I01019
3P LAND HOLDINGS LIMITED,3PLAND,NSE_EQ|INE105C01023
CONTROL PRINT LIMITED,CONTROLPR,NSE_EQ|INE663B01015
HINDPRAKASH INDUSTRY LTD,HPIL,NSE_EQ|INE05X901010
SAGAR CEMENTS LIMITED,SAGCEM,NSE_EQ|INE229C01021
EMKAY GLOBAL FIN SERV LTD,EMKAY,NSE_EQ|INE296H01011
TAMILNADU PETROPRODUCTS L,TNPETRO,NSE_EQ|INE148A01019
INDIA PESTICIDES LIMITED,IPL,NSE_EQ|INE0D6701023
ANJANI PORTLAND CEM LTD,APCL,NSE_EQ|INE071F01012
MOLD-TEK TECHNOLOGIES LTD,MOLDTECH,NSE_EQ|INE835B01035
RATTANINDIA POWER LIMITED,RTNPOWER,NSE_EQ|INE399K01017
CAMLIN FINE SCIENCES LTD,CAMLINFINE,NSE_EQ|INE052I01032
NALWA SONS INVESTMENT LTD,NSIL,NSE_EQ|INE023A01030
VADILAL INDUSTRIES LTD,VADILALIND,NSE_EQ|INE694D01016
IRB INFRA DEV LTD.,IRB,NSE_EQ|INE821I01022
DYNAMATIC TECHNOLOGIES,DYNAMATECH,NSE_EQ|INE221B01012
COCHIN SHIPYARD LIMITED,COCHINSHIP,NSE_EQ|INE704P01025
BARAK VALLEY CEM. LTD.,BVCL,NSE_EQ|INE139I01011
BALKRISHNA PAPER MILLS L,BALKRISHNA,NSE_EQ|INE875R01011
DHAMPUR SUGAR MILLS LTD.,DHAMPURSUG,NSE_EQ|INE041A01016
NAVNEET EDUCATION LTD,NAVNETEDUL,NSE_EQ|INE060A01024
INDIAN RAILWAY FIN CORP L,IRFC,NSE_EQ|INE053F01010
INSECTICIDES (I) LTD,INSECTICID,NSE_EQ|INE070I01018
JAYASWAL NECO INDUSTR LTD,JAYNECOIND,NSE_EQ|INE854B01010
IMPEX FERRO TECH LIMITED,IMPEXFERRO,NSE_EQ|INE691G01015
BOSCH LIMITED,BOSCHLTD,NSE_EQ|INE323A01026
ADVANI HOT.& RES.(I) LTD,ADVANIHOTR,NSE_EQ|INE199C01026
LOYAL TEXTILE MILLS LTD,LOYALTEX,NSE_EQ|INE970D01010
PARKHOTELS,PARKHOTELS,NSE_EQ|INE988S01028
JOHNSON CONTROLS HITACHI,JCHAC,NSE_EQ|INE782A01015
DCM FINANCIAL SERVICES LT,DCMFINSERV,NSE_EQ|INE891B01012
MAYUR UNIQUOTERS LTD,MAYURUNIQ,NSE_EQ|INE040D01038
IL&FS INVESTMENT MANAGERS,IVC,NSE_EQ|INE050B01023
ZODIAC CLOTHING CO. LTD.,ZODIACLOTH,NSE_EQ|INE206B01013
ADVANCED ENZYME TECH LTD,ADVENZYMES,NSE_EQ|INE837H01020
GOLDEN TOBACCO LIMITED,GOLDENTOBC,NSE_EQ|INE973A01010
KERNEX MICROSYS(I) LTD,KERNEX,NSE_EQ|INE202H01019
YATRA ONLINE LIMITED,YATRA,NSE_EQ|INE0JR601024
AKSHAR SPINTEX LIMITED,AKSHAR,NSE_EQ|INE256Z01025
BAFNA PHARMACEUTICALS LTD,BAFNAPH,NSE_EQ|INE878I01022
PROTEAN EGOV TECHNO LTD,PROTEAN,NSE_EQ|INE004A01022
AFFORD ROBO & AUTO LTD,AFFORDABLE,NSE_EQ|INE692Z01013
RITES LIMITED,RITES,NSE_EQ|INE320J01015
S&S POWER SWITCHGEARS,S&SPOWER,NSE_EQ|INE902B01017
HPL ELECTRIC & POWER LTD,HPL,NSE_EQ|INE495S01016
TVS ELECTRONICS LTD,TVSELECT,NSE_EQ|INE236G01019
ZINKA LOGISTICS SOL LTD,BLACKBUCK,NSE_EQ|INE0UIZ01018
SUTLEJ TEXT & INDUS LTD,SUTLEJTEX,NSE_EQ|INE645H01027
MASTER TRUST LIMITED,MASTERTR,NSE_EQ|INE677D01037
GUJ. APOLLO IND. LTD.,GUJAPOLLO,NSE_EQ|INE826C01016
SJS ENTERPRISES LIMITED,SJS,NSE_EQ|INE284S01014
NAHAR INDS ENT LTD,NAHARINDUS,NSE_EQ|INE289A01011
HDFC AMC LIMITED,HDFCAMC,NSE_EQ|INE127D01025
HINDUSTAN FOODS LIMITED,HNDFDS,NSE_EQ|INE254N01026
VALIANT LABORATORIES LTD,VALIANTLAB,NSE_EQ|INE0JWS01017
GOENKA DIAMOND&JEWELS LTD,GOENKA,NSE_EQ|INE516K01024
REMSONS INDUSTRIES LTD,REMSONSIND,NSE_EQ|INE474C01023
NDR AUTO COMPONENTS LTD,NDRAUTO,NSE_EQ|INE07OG01012
SML ISUZU LIMITED,SMLISUZU,NSE_EQ|INE294B01019
DELTA MANUFACTURING LTD,DELTAMAGNT,NSE_EQ|INE393A01011
NIRAJ CEMENT STRUC LTD,NIRAJ,NSE_EQ|INE368I01016
ASIAN PAINTS LIMITED,ASIANPAINT,NSE_EQ|INE021A01026
H.G.INFRA ENGINEERING LTD,HGINFRA,NSE_EQ|INE926X01010
PFIZER LTD,PFIZER,NSE_EQ|INE182A01018
EQUIPPP SOC IMP TECH LTD,EQUIPPP,NSE_EQ|INE217G01035
AURIONPRO SOLN LTD,AURIONPRO,NSE_EQ|INE132H01018
FAIRCHEM ORGANICS LIMITED,FAIRCHEMOR,NSE_EQ|INE0DNW01011
HEADS UP VENTURES LIMITED,HEADSUP,NSE_EQ|INE759V01019
EMAMI LIMITED,EMAMILTD,NSE_EQ|INE548C01032
BLUE COAST HOTELS LIMITED,BLUECOAST,NSE_EQ|INE472B01011
BODAL CHEMICALS LTD,BODALCHEM,NSE_EQ|INE338D01028
ORIENT GREEN POWER CO LTD,GREENPOWER,NSE_EQ|INE999K01014
SANDHAR TECHNOLOGIES LTD,SANDHAR,NSE_EQ|INE278H01035
MAGNUM VENTURES LTD.,MAGNUM,NSE_EQ|INE387I01016
ATHER ENERGY LIMITED,ATHERENERG,NSE_EQ|INE0LEZ01016
SIS LIMITED,SIS,NSE_EQ|INE285J01028
RUCHI INFRASTRUCTURE LTD,RUCHINFRA,NSE_EQ|INE413B01023
HONEYWELL AUTOMATION IND,HONAUT,NSE_EQ|INE671A01010
UCAL LIMITED,UCAL,NSE_EQ|INE139B01016
CREDO BRANDS MARKETING L,MUFTI,NSE_EQ|INE220Q01020
LINC LIMITED,LINC,NSE_EQ|INE802B01027
SHREE RAM PROTEINS LTD.,SRPL,NSE_EQ|INE008Z01020
MPHASIS LIMITED,MPHASIS,NSE_EQ|INE356A01018
IPCA LABORATORIES LTD,IPCALAB,NSE_EQ|INE571A01038
TREE HOUSE EDU LTD,TREEHOUSE,NSE_EQ|INE040M01013
NTPC LTD,NTPC,NSE_EQ|INE733E01010
HONDA I POWER PRODUCT LTD,HONDAPOWER,NSE_EQ|INE634A01018
ELLENBARRIE INDUS GASES L,ELLEN,NSE_EQ|INE236E01022
THEMIS MEDICARE LTD.,THEMISMED,NSE_EQ|INE083B01024
RASHI PERIPHERALS LIMITED,RPTECH,NSE_EQ|INE0J1F01024
LTIMINDTREE LIMITED,LTIM,NSE_EQ|INE214T01019
ZIM LABORATORIES LIMITED,ZIMLAB,NSE_EQ|INE518E01015
HAVELLS INDIA LIMITED,HAVELLS,NSE_EQ|INE176B01034
BIGBLOC CONSTRUCTION LTD,BIGBLOC,NSE_EQ|INE412U01025
RUDRABHISHEK ENTERP LTD,REPL,NSE_EQ|INE364Z01019
ADIT BIRL SUN LIF AMC LTD,ABSLAMC,NSE_EQ|INE404A01024
EIH LIMITED,EIHOTEL,NSE_EQ|INE230A01023
CHEMFAB ALKALIS LIMITED,CHEMFAB,NSE_EQ|INE783X01023
IDEAFORGE TECHNO LTD,IDEAFORGE,NSE_EQ|INE349Y01013
INDIAN OVERSEAS BANK,IOB,NSE_EQ|INE565A01014
INDIAN ENERGY EXC LTD,IEX,NSE_EQ|INE022Q01020
RAVINDRA ENERGY LIMITED,RELTD,NSE_EQ|INE206N01018
UGRO CAPITAL LIMITED,UGROCAP,NSE_EQ|INE583D01011
GALAXY SURFACTANTS LTD,GALAXYSURF,NSE_EQ|INE600K01018
UNIMECH AEROSPACE N MFG L,UNIMECH,NSE_EQ|INE0U3I01011
SPANDANA SPHOORTY FIN LTD,SPANDANA,NSE_EQ|INE572J01011
BANDHAN BANK LIMITED,BANDHANBNK,NSE_EQ|INE545U01014
EUROTEX INDUSTRIES LTD,EUROTEXIND,NSE_EQ|INE022C01012
JKUMAR INFR.LTD.,JKIL,NSE_EQ|INE576I01022
AKME FINTRADE (INDIA) LTD,AFIL,NSE_EQ|INE916Y01027
GKW LIMITED,GKWLIMITED,NSE_EQ|INE528A01020
KIRI INDUSTRIES LIMITED,KIRIINDUS,NSE_EQ|INE415I01015
SREE RAYALSEEMA HHP LTD.,SRHHYPOLTD,NSE_EQ|INE917H01012
MARKSANS PHARMA LIMITED,MARKSANS,NSE_EQ|INE750C01026
GLOBE TEXTILES (I) LTD.,GLOBE,NSE_EQ|INE581X01021
HYBRID FINANCIAL SERVICE,HYBRIDFIN,NSE_EQ|INE965B01022
